name,team,position,overall_rating,age,college,awareness_rating,throw_power_rating,kick_return_rating,lead_block_rating,strength_rating,b_c_vision_rating,catch_in_traffic_rating,play_action_rating,pursuit_rating,plyr_assetname,medium_route_running_rating,catching_rating,acceleration_rating,spin_move_rating,height,finesse_moves_rating,spectacular_catch_rating,run_block_rating,tackle_rating,injury_rating,zone_coverage_rating,weight,plyr_birthdate,running_style_rating,deep_route_running_rating,first_name,years_pro,total_salary,trucking_rating,throw_accuracy_short_rating,juke_move_rating,play_recognition_rating,short_route_running_rating,status,last_name,jersey_num,break_sack_rating,speed_rating,run_block_power_rating,jumping_rating,toughness_rating,throw_on_the_run_rating,man_coverage_rating,stiff_arm_rating,power_moves_rating,iteration,release_rating,hit_power_rating,throw_accuracy_mid_rating,kick_accuracy_rating,pass_block_power_rating,impact_blocking_rating,stamina_rating,carrying_rating,break_tackle_rating,plyr_portrait,kick_power_rating,plyr_handedness,throw_under_pressure_rating,signing_bonus,pass_block_rating,change_of_direction_rating,press_rating,throw_accuracy_deep_rating,archetype,block_shedding_rating,run_block_finesse_rating,team_id,agility_rating,pass_block_finesse_rating,primary_key
Rodarius Williams,Giants,CB,63,25,Oklahoma St.,64,34,60,25,58,62,54,6,63,WilliamsRodarius_21662,35,57,91,61,72,45,65,35,56,85,58,193,9/12/96,Default Stride Loose,32,Rodarius,1,3490000,38,6,71,53,37,published,Williams,25,15,88,35,87,88,6,63,35,34,launch-ratings,44,52,6,15,35,43,87,60,51,1129,21,Right,15,160000,35,87,74,6,CB_MantoMan,41,35,16,83,35,21662
Saahdiq Charles,Commanders,LG,63,23,LSU,69,17,11,84,83,12,16,6,33,CharlesSaahdiq_20970,8,20,63,10,76,26,14,66,35,85,12,321,7/26/99,Long Stride Awkward,5,Saahdiq,2,3300000,30,6,15,35,10,published,Charles,77,12,71,64,68,86,6,12,20,22,launch-ratings,12,30,6,12,63,81,82,26,11,209,15,Right,14,790000,65,54,10,6,G_Agile,30,67,26,70,67,20970
Sam Roberts,Patriots,LE,63,24,NW Missouri State,68,14,10,47,85,27,11,6,77,RobertsSam_22498,8,24,74,24,77,53,15,51,76,90,13,293,4/14/98,Default Stride Awkward,4,Sam,0,3670000,40,6,22,67,15,published,Roberts,78,12,68,49,74,85,6,12,31,66,launch-ratings,14,79,6,12,49,81,72,25,16,0,13,Right,10,160000,48,49,10,6,DE_RunStopper,69,51,22,57,47,22498
Sean McKeon,Cowboys,TE,63,24,Michigan,62,30,18,48,72,61,76,6,40,McKeonSean_21090,61,79,86,58,77,36,78,58,52,84,21,238,12/28/97,Long Stride Default,55,Sean,2,2180000,60,15,60,38,64,published,McKeon,84,14,82,56,84,81,10,14,61,41,launch-ratings,64,43,10,19,54,63,82,68,52,451,21,Right,10,110000,55,74,17,6,TE_VerticalThreat,38,53,11,75,50,21090
Shemar Jean-Charles,Packers,CB,63,24,Appalach. St.,64,23,55,18,61,60,54,6,65,JeanCharlesShemar_21699,24,56,88,65,70,32,62,35,48,90,62,184,6/20/98,Default Stride Loose,21,Shemar,1,3490000,31,6,73,66,29,published,Jean-Charles,22,12,88,35,84,69,6,67,29,31,launch-ratings,28,42,6,11,35,39,87,54,37,1340,13,Right,15,240000,35,85,63,6,CB_MantoMan,39,35,20,85,35,21699
Shyheim Carter,Titans,FS,63,24,Alabama,62,58,40,11,61,70,52,27,73,CarterShyheim_21225,18,66,90,65,71,40,58,35,65,86,64,194,12/15/97,Default Stride Loose,13,Shyheim,2,1580000,33,46,74,58,28,published,Carter,36,39,88,35,82,82,40,60,37,26,launch-ratings,24,74,40,30,35,54,88,63,56,205,34,Right,33,0,35,84,65,34,S_Hybrid,57,35,30,85,35,21225
Stephen Sullivan,Panthers,TE,63,25,LSU,54,36,50,40,69,72,76,19,71,SullivanStephen_21096,59,77,86,59,77,61,80,56,70,87,28,245,11/28/96,Long Stride Loose,57,Stephen,2,830000,67,26,67,46,63,published,Sullivan,84,24,84,57,86,82,27,20,68,55,launch-ratings,64,71,23,18,45,57,78,75,61,596,19,Right,23,0,49,74,11,16,TE_VerticalThreat,58,55,21,81,46,21096
T.Y. McGill Jr,Vikings,DT,63,29,N.C. State,63,14,10,33,84,22,15,6,76,McGillTY_2813,7,33,71,10,72,49,15,45,78,90,29,294,11/23/92,Long Stride Awkward,3,T.Y.,8,890000,36,6,10,64,15,published,McGill Jr,76,12,71,45,72,82,6,15,35,72,launch-ratings,15,73,6,11,45,83,78,45,10,7758,17,Right,10,0,45,51,10,6,DT_PowerRusher,65,45,31,68,45,2813
Teagan Quitoriano,Texans,TE,63,22,Oregon State,61,25,15,50,78,64,79,6,45,QuitorianoTeagan_22349,61,75,74,55,78,32,77,57,46,91,12,256,3/15/00,Long Stride Default,52,Teagan,0,3670000,67,15,60,36,66,published,Quitoriano,84,18,74,59,78,82,10,10,65,38,launch-ratings,60,43,10,19,56,68,83,75,61,1900,24,Right,9,280000,56,66,10,6,TE_Possession,44,52,32,73,55,22349
Tony Poljan,Ravens,TE,63,25,Virginia,63,76,29,55,78,71,73,62,64,PoljanTony_21626,56,79,78,60,79,50,74,61,63,90,43,251,4/25/97,Long Stride Loose,50,Tony,1,880000,70,66,63,22,61,published,Poljan,83,62,76,61,82,86,72,36,67,45,launch-ratings,66,62,65,22,61,66,80,70,60,1380,25,Right,67,0,60,68,29,60,TE_Possession,59,59,25,72,57,21626
Tory Carter,Titans,FB,63,23,LSU,71,26,10,74,75,60,61,6,56,CarterTory_21780,44,63,76,53,72,48,51,62,54,89,22,229,3/16/99,Default,37,Tory,1,820000,64,6,58,46,53,published,Carter,44,12,76,55,84,90,6,18,54,44,launch-ratings,44,62,6,20,46,57,81,69,55,839,20,Right,16,0,62,74,25,6,FB_Blocking,48,54,30,77,36,21780
Trayvon Henderson,Bengals,SS,63,27,Hawaii,59,21,25,15,56,64,60,6,67,HendersonTrayvon_13344,36,69,90,64,72,48,74,35,66,85,69,205,8/15/95,Default Stride Loose,29,Trayvon,4,1070000,40,6,72,56,41,published,Henderson,41,15,86,35,92,83,6,63,26,41,launch-ratings,30,80,6,11,35,58,89,58,35,9798,17,Right,14,0,35,83,66,6,S_Zone,56,35,2,85,35,13344
Trenton Irwin,Bengals,WR,63,26,Stanford,57,25,75,24,66,78,80,6,34,IrwinTrenton_21962,67,82,90,71,74,11,76,49,29,90,21,207,12/10/95,Long Stride Default,68,Trenton,2,830000,44,20,72,16,68,published,Irwin,16,21,87,27,82,84,15,14,42,11,launch-ratings,65,17,15,21,18,44,81,71,74,908,22,Right,18,0,33,79,13,15,WR_Slot,29,33,2,83,20,21962
Trey Hill,Bengals,C,63,22,Georgia,73,26,10,73,84,10,10,6,30,HillTrey_21927,5,24,63,10,76,10,12,71,37,83,12,319,1/23/00,Default Stride Awkward,5,Trey,1,3490000,24,6,10,10,10,published,Hill,63,12,57,73,62,84,6,12,10,10,launch-ratings,12,12,6,22,67,85,83,29,6,1599,22,Right,10,180000,65,49,10,6,C_Power,21,69,2,44,64,21927
Trey Pipkins III,Chargers,RT,63,25,Sioux Falls,70,16,10,80,82,10,34,6,35,PipkinsTrey_20678,20,47,76,10,78,30,32,69,40,88,12,304,9/5/96,Long Stride Awkward,15,Trey,3,2730000,21,6,10,24,26,published,Pipkins III,79,12,68,66,81,85,6,12,10,40,launch-ratings,37,35,6,11,67,78,80,42,5,9598,21,Right,13,880000,68,54,10,6,OT_Agile,40,71,8,65,69,20678
Troy Fumagalli,49ers,TE,63,27,Wisconsin,59,27,10,57,68,66,77,6,30,FumagalliTroy_13237,65,78,79,60,77,10,78,57,20,76,17,247,2/17/95,Default Stride Loose,59,Troy,4,900000,69,15,67,22,67,published,Fumagalli,49,16,77,53,81,86,10,12,66,10,launch-ratings,61,25,10,13,51,67,79,77,64,8896,18,Left,15,0,54,66,10,6,TE_VerticalThreat,29,57,15,75,54,13237
Tyler Hall,Rams,CB,63,23,Wyoming,57,31,83,14,55,72,60,6,76,HallTyler_21423,30,61,88,71,69,44,63,35,58,88,65,190,10/31/98,Short Stride Loose,23,Tyler,2,1000000,38,6,78,61,35,published,Hall,21,15,92,35,90,81,6,63,42,38,launch-ratings,24,64,6,18,35,52,86,57,58,882,19,Right,14,0,35,84,68,6,CB_MantoMan,58,35,24,82,35,21423
Tyrel Dodson,Bills,MLB,63,24,Texas AM,63,34,10,17,74,31,24,6,76,DodsonTyrel_20597,5,60,89,30,72,58,50,45,77,88,57,237,6/25/98,Default Stride Loose,5,Tyrel,3,900000,33,6,32,66,10,published,Dodson,53,12,86,45,84,88,6,54,25,51,launch-ratings,12,79,6,13,45,75,83,45,20,9441,18,Right,10,0,45,70,31,6,MLB_RunStopper,67,45,3,74,45,20597
Ulysees Gilbert III,Steelers,MLB,63,25,Akron,60,23,10,22,68,50,41,6,77,GilbertIIIUlysees_20590,5,56,91,44,72,51,41,45,81,91,62,230,8/9/97,Default Stride Loose,5,Ulysees,3,2540000,35,6,53,57,15,published,Gilbert III,54,12,88,45,93,83,6,56,34,46,launch-ratings,13,77,6,12,45,69,81,61,35,123,18,Right,10,120000,45,74,46,6,MLB_FieldGeneral,66,45,29,83,45,20590
Verone McKinley III,Dolphins,FS,63,22,Oregon,67,21,35,15,57,60,58,11,69,McKinleyIIIVerone_22399,25,75,88,63,70,35,65,35,58,90,68,192,6/29/00,Short Stride Default,21,Verone,0,2570000,26,15,70,71,28,published,McKinley III,32,17,83,35,84,75,19,61,30,26,launch-ratings,22,61,10,17,35,48,88,63,41,1849,16,Right,12,0,35,83,57,8,S_Zone,48,35,12,80,35,22399
William Bradley-King,Commanders,LE,63,24,Baylor,69,23,10,21,70,24,25,6,77,BradleyKingWilliam_21689,7,28,87,38,75,65,23,45,72,91,32,254,12/22/97,Default Stride Awkward,6,William,1,830000,25,6,37,56,17,published,Bradley-King,56,12,79,45,83,68,6,20,34,55,launch-ratings,14,70,6,11,45,68,72,31,18,1043,16,Right,10,0,45,64,22,6,DE_SmallerSpeedRusher,62,45,26,74,45,21689
Wyatt Davis,Vikings,RG,63,23,Ohio State,62,31,10,78,83,22,14,9,35,DavisWyatt_21548,11,32,61,12,76,15,13,65,31,88,10,315,2/17/99,Default Stride Awkward,7,Wyatt,1,3970000,33,9,12,21,12,published,Davis,52,12,65,67,65,89,9,9,14,14,launch-ratings,18,31,9,13,73,78,80,34,21,794,12,Right,10,910000,72,49,10,9,G_Power,19,63,31,61,71,21548
Yusuf Corker,Giants,FS,63,23,Kentucky,65,30,35,20,69,55,56,15,67,CorkerYusuf_22232,15,62,88,60,72,42,64,35,63,93,64,203,12/26/98,Default,10,Yusuf,0,2560000,47,15,67,66,20,published,Corker,21,20,88,35,83,86,15,60,46,35,launch-ratings,20,84,10,15,34,64,89,57,54,1310,21,Right,12,20000,34,81,62,10,S_RunSupport,60,35,16,82,34,22232
Aaron Hansford,Cowboys,LOLB,62,24,Texas AM,55,24,10,25,72,61,53,6,79,HansfordAaron_22201,42,67,89,51,75,54,64,45,79,85,55,239,2/23/98,Default,37,Aaron,0,2570000,47,6,62,53,45,published,Hansford,43,19,83,45,83,75,6,62,39,58,launch-ratings,48,77,6,14,45,74,83,57,52,1755,16,Right,8,0,45,74,56,6,OLB_RunStopper,64,45,11,78,45,22201
Albert Huggins Jr,Saints,DT,62,25,Clemson,56,16,10,27,89,17,15,6,74,HugginsJrAlbert_20683,7,27,70,30,75,59,15,45,76,88,26,305,6/27/97,Default Stride Loose,3,Albert,4,900000,34,6,25,58,15,published,Huggins Jr,95,12,68,45,71,84,6,22,27,68,launch-ratings,15,73,6,25,45,80,74,30,10,9510,15,Right,10,0,45,55,20,6,DT_RunStopper,66,45,27,66,45,20683
Alex Barrett,49ers,LE,62,28,San Diego St.,56,25,10,14,78,23,43,6,72,BarrettAlex_12939,11,48,80,14,75,61,36,45,78,86,43,250,3/6/94,Long Stride Loose,7,Alex,5,1070000,26,6,27,59,18,published,Barrett,58,12,72,45,74,80,6,35,33,70,launch-ratings,15,81,6,20,45,84,72,44,24,9139,20,Right,10,0,45,61,37,6,DE_PowerRusher,63,45,15,72,45,12939
Alex Bars,Raiders,LG,62,26,Notre Dame,70,11,10,73,83,10,15,6,27,BarsAlex_20545,5,24,59,10,77,10,15,67,30,89,13,334,9/8/95,Long Stride Loose,5,Alex,3,1450000,14,6,10,21,15,published,Bars,64,12,63,70,70,84,6,12,10,10,launch-ratings,15,20,6,12,67,77,83,31,6,9380,15,Right,10,250000,65,52,10,6,G_Power,25,65,23,62,64,20545
Andre Anthony,Buccaneers,ROLB,62,25,LSU,62,21,10,25,73,39,21,6,81,AnthonyAndre_22503,15,32,82,35,75,67,25,45,75,86,34,244,11/21/96,Default Stride Loose,10,Andre,0,3670000,35,6,40,58,21,published,Anthony,46,15,83,45,76,87,6,25,40,58,launch-ratings,15,79,6,12,45,71,76,35,32,0,15,Right,12,80000,45,65,30,6,OLB_SpeedRusher,66,45,6,74,45,22503
Andrew Dowell,Saints,LOLB,62,25,Michigan St.,64,24,10,20,70,63,58,11,74,DowellAndrew_21958,25,61,87,54,73,59,62,47,73,89,66,225,11/16/96,Default Stride Loose,20,Andrew,3,820000,50,23,64,67,32,published,Dowell,50,12,84,47,76,76,22,61,55,53,launch-ratings,30,83,18,12,45,72,81,66,52,1609,13,Right,17,0,45,74,45,13,OLB_PassCoverage,62,46,27,82,45,21958
Andrew Ogletree,Colts,TE,62,24,Youngstown St.,63,25,10,54,74,62,73,6,31,OgletreeAndrew_22482,58,73,86,58,77,10,77,56,26,88,10,261,7/28/98,Long Stride Default,54,Andrew,0,3670000,70,15,64,21,63,published,Ogletree,85,21,82,55,84,78,12,10,68,10,launch-ratings,61,34,10,14,54,64,80,74,62,0,19,Right,11,160000,56,67,10,6,TE_VerticalThreat,24,56,10,77,57,22482
Antony Auclair,Texans,TE,62,29,Laval,63,33,10,67,77,66,74,12,52,AuclairAntony_12969,57,74,83,65,78,26,65,58,46,87,25,256,5/28/93,Long Stride Default,52,Antony,5,1500000,70,12,68,18,62,published,Auclair,83,12,74,54,81,87,12,15,70,33,launch-ratings,58,42,12,18,58,65,82,66,66,9138,29,Right,10,380000,58,67,21,12,TE_Possession,42,57,32,74,53,12969
Austin Deculus,Texans,RT,62,23,LSU,68,18,10,73,84,16,15,6,21,DeculusAustin_22438,16,19,77,14,77,10,17,67,27,93,9,321,3/12/99,Default Stride Awkward,8,Austin,0,3670000,26,6,16,20,20,published,Deculus,76,12,70,70,71,90,6,8,28,10,launch-ratings,13,35,6,16,66,81,82,24,7,1354,19,Right,8,160000,64,48,10,6,OT_Power,29,63,32,50,62,22438
Austin Edwards,Chiefs,RE,62,25,Ferris State,55,27,6,31,83,40,39,6,77,EdwardsAustin_21232,25,48,84,22,75,59,39,48,76,87,29,273,8/27/97,Default Stride Loose,18,Austin,2,880000,37,6,37,53,28,published,Edwards,97,12,78,45,82,85,6,20,47,64,launch-ratings,15,78,6,30,45,80,73,38,32,0,30,Right,10,0,47,64,27,6,DE_PowerRusher,65,45,9,75,45,21232
Avery Williams,Falcons,HB,62,24,Boise State,57,27,79,22,57,74,57,6,71,WilliamsAvery_21709,41,58,89,74,68,36,62,30,55,90,60,195,7/15/98,Short Stride Default,36,Avery,1,3480000,51,6,79,62,48,published,Williams,35,14,90,30,81,86,6,63,55,34,launch-ratings,40,59,6,17,35,42,90,73,71,1277,18,Right,10,240000,35,90,62,6,HB_ElusiveBack,53,30,14,86,35,21709
Aviante Collins,Cowboys,RT,62,29,TCU,52,23,6,80,86,20,21,6,27,CollinsAviante_12761,7,29,78,10,76,10,16,71,36,87,15,292,4/21/93,Default Stride Awkward,5,Aviante,5,1070000,28,6,10,15,17,published,Collins,76,12,77,72,62,79,6,12,30,10,launch-ratings,15,35,6,20,68,79,79,24,9,8513,20,Right,0,0,67,54,10,6,OT_Power,26,65,11,61,63,12761
Ben Skowronek,Rams,WR,62,25,Notre Dame,64,30,55,29,62,73,81,25,49,SkowronekBen_21611,61,79,89,66,75,22,82,51,45,86,30,224,6/27/97,Long Stride Default,58,Ben,1,3490000,55,15,72,23,63,published,Skowronek,18,32,86,32,87,83,10,23,53,16,launch-ratings,65,51,10,19,33,49,82,71,73,1188,15,Right,25,80000,39,78,22,10,WR_Physical,41,28,24,80,27,21611
BoPete Keyes,Bears,CB,62,24,Tulane,58,27,30,15,64,64,52,6,72,KeyesBoPete_21350,16,64,90,67,73,41,61,34,52,86,62,202,11/9/97,Long Stride Loose,11,BoPete,2,1070000,28,6,72,56,26,published,Keyes,26,15,87,33,87,83,6,65,29,35,launch-ratings,27,56,6,17,33,52,88,60,52,412,18,Right,13,0,33,82,69,6,CB_MantoMan,52,34,1,83,34,21350
Brandon Smith,Cowboys,WR,62,23,Iowa,52,33,50,46,69,77,74,17,41,SmithBrandon_21753,61,74,91,65,73,10,82,54,35,90,24,218,12/10/98,Default Stride Loose,57,Brandon,0,1580000,62,27,74,22,62,published,Smith,80,22,84,36,92,81,28,16,56,10,launch-ratings,76,37,23,11,29,59,85,73,78,0,17,Right,19,0,44,72,20,19,WR_Physical,33,30,11,76,30,21753
Brandon Wilson,Bengals,FS,62,28,Houston,59,30,87,10,70,76,58,15,66,WilsonBrandon_12852,51,62,92,67,70,34,70,22,56,83,66,200,7/27/94,Default Stride High and Tight,46,Brandon,5,3000000,42,29,81,61,61,published,Wilson,40,30,91,25,92,76,17,62,71,26,launch-ratings,49,59,24,21,23,42,85,78,73,9317,19,Right,16,1120000,32,77,66,21,S_Hybrid,45,24,2,80,22,12852
Carlos Davis,Steelers,DT,62,26,Nebraska,61,29,15,48,85,10,10,6,76,DavisCarlos_21244,10,30,83,10,74,60,12,50,78,83,20,320,8/22/96,Default Stride Awkward,6,Carlos,2,3300000,28,6,10,58,15,published,Davis,73,12,78,47,76,79,6,12,32,63,launch-ratings,12,78,6,21,45,77,68,40,10,237,26,Right,10,80000,47,59,10,6,DT_RunStopper,62,49,29,61,45,21244
Carson Wells,Bengals,LOLB,62,23,Colorado,54,25,15,28,66,44,37,6,70,WellsCarson_22416,5,52,87,45,75,68,43,45,77,90,60,241,2/20/99,Default,5,Carson,0,2560000,45,6,46,59,15,published,Wells,53,15,84,45,84,79,6,50,50,57,launch-ratings,33,76,6,19,45,63,85,54,30,0,15,Right,10,10000,45,67,42,6,OLB_SpeedRusher,58,45,2,77,45,22416
Carter Coughlin,Giants,MLB,62,25,Minnesota,66,17,10,12,71,30,21,6,79,CoughlinCarter_21144,13,48,88,32,75,72,23,45,77,86,55,236,7/21/97,Long Stride Loose,8,Carter,2,3300000,26,6,36,61,19,published,Coughlin,52,12,86,45,85,85,6,46,28,63,launch-ratings,24,78,6,12,45,69,80,44,14,223,16,Right,10,110000,45,74,39,6,MLB_RunStopper,65,45,16,76,45,21144
Charles Snowden,Bears,RE,62,24,Virginia,56,25,10,20,69,55,59,6,79,SnowdenCharles_21477,36,64,87,58,79,62,60,45,74,85,54,240,3/27/98,Long Stride Default,33,Charles,1,880000,54,6,63,62,40,published,Snowden,49,12,83,45,82,75,6,48,54,60,launch-ratings,47,68,6,14,45,78,81,56,47,1066,19,Right,12,0,45,72,35,6,DE_SmallerSpeedRusher,58,45,1,83,45,21477
Colt McCoy,Cardinals,QB,62,35,Texas,70,81,10,17,45,75,15,77,25,McCoyColt_9713,15,47,77,63,73,10,15,17,27,86,22,210,9/5/86,Default,13,Colt,12,3750000,25,84,66,13,15,published,McCoy,12,53,73,17,65,83,76,12,36,10,launch-ratings,15,12,75,30,13,26,73,64,60,2047,30,Right,76,3750000,18,67,10,73,QB_FieldGeneral,27,17,7,72,18,9713
Connor Heyward,Steelers,TE,62,23,Michigan St.,64,37,64,65,68,80,78,26,50,HeywardConnor_22249,55,75,86,60,71,21,75,54,40,90,15,230,1/22/99,Short Stride Default,48,Connor,0,3650000,73,32,63,31,62,published,Heyward,83,42,82,54,79,91,35,15,71,25,launch-ratings,55,60,20,37,55,62,80,80,68,1764,42,Right,26,160000,55,67,10,24,TE_Possession,46,50,29,72,54,22249
D'Vonte Price,Colts,HB,62,23,FIU,68,29,61,40,71,77,50,14,46,PriceDVonte_22058,47,64,90,67,73,10,49,42,37,87,15,210,6/2/99,Long Stride Loose,41,D'Vonte,0,2550000,75,24,75,17,55,published,Price,27,22,89,35,80,80,17,14,71,10,launch-ratings,45,38,21,16,39,43,79,84,78,1897,20,Right,17,30000,49,76,15,16,HB_ElusiveBack,36,39,10,76,34,22058
Daelin Hayes,Ravens,LOLB,62,24,Notre Dame,63,26,10,16,80,44,26,6,77,HayesDaelin_21285,7,47,80,36,76,65,36,45,73,83,48,253,5/16/98,Long Stride Default,3,Daelin,1,3490000,31,6,39,59,14,published,Hayes,59,12,81,45,79,79,6,37,34,61,launch-ratings,14,79,6,13,45,78,70,44,32,990,19,Right,10,280000,45,71,31,6,OLB_SpeedRusher,65,45,25,77,45,21285
Dawson Deaton,Browns,C,62,23,Texas Tech,73,20,10,74,82,14,15,6,23,DeatonDawson_22423,10,26,76,10,78,16,19,65,25,90,10,306,5/6/99,Default Stride Awkward,8,Dawson,0,3670000,27,6,10,32,12,published,Deaton,52,12,68,63,72,74,6,10,19,15,launch-ratings,12,30,6,15,68,82,83,25,12,1351,17,Right,14,80000,69,52,10,6,C_Agile,25,67,5,66,71,22423
Demetrius Flannigan-Fowles,49ers,LOLB,62,25,Arizona,64,27,40,10,65,54,57,6,79,FlanniganFowlesDemetrius_21403,27,67,87,61,74,58,66,30,74,91,64,223,9/4/96,Default Stride Loose,22,Demetrius,3,900000,48,6,70,60,37,published,Flannigan-Fowles,45,15,86,35,83,81,6,58,51,43,launch-ratings,24,77,6,24,35,66,82,55,45,1430,28,Right,12,0,30,77,60,6,OLB_PassCoverage,61,35,15,77,35,21403
Demone Harris,Texans,RE,62,26,Buffalo,57,22,9,10,78,25,17,6,76,HarrisDemone_13532,13,40,80,25,76,69,19,45,77,85,39,272,12/30/95,Default Stride Awkward,13,Demone,4,1070000,33,6,24,54,13,published,Harris,94,12,75,44,79,75,6,28,29,62,launch-ratings,17,75,6,19,45,76,71,43,12,9792,16,Right,10,0,44,66,22,6,DE_SmallerSpeedRusher,66,45,32,70,44,13532
Dicaprio Bootle,Chiefs,CB,62,24,Nebraska,56,24,52,10,58,60,49,6,72,BootleDicaprio_21783,22,55,91,67,70,33,53,35,58,92,67,180,9/17/97,Short Stride Default,15,Dicaprio,1,880000,34,6,72,51,32,published,Bootle,2,16,91,35,87,80,6,62,38,27,launch-ratings,26,56,6,20,35,39,87,56,38,1232,21,Right,10,0,35,86,64,6,CB_MantoMan,43,35,9,92,35,21783
Dominique Dafney,Packers,TE,62,25,Indiana St.,54,33,36,54,70,71,74,6,36,DafneyDominique_21444,56,74,89,62,74,15,72,62,39,85,15,243,6/3/97,Long Stride Default,51,Dominique,2,690000,67,6,71,22,61,published,Dafney,49,12,84,57,82,85,6,12,69,15,launch-ratings,59,36,6,14,57,59,79,74,63,851,15,Right,14,0,58,78,10,6,TE_VerticalThreat,31,61,20,85,53,21444
Donnie Lewis Jr,Broncos,CB,62,26,Tulane,60,36,60,15,54,65,50,6,62,LewisJrDonnie_20611,38,66,89,62,72,62,60,35,45,88,63,190,7/21/96,Short Stride Default,33,Donnie,4,710000,32,6,72,57,47,published,Lewis Jr,39,15,87,35,87,78,6,65,35,40,launch-ratings,40,60,6,15,35,45,85,66,55,141,21,Right,15,0,35,87,68,6,CB_MantoMan,42,35,4,88,35,20611
Donovan Stiner,Steelers,FS,62,23,Florida,64,27,45,25,63,55,57,6,68,StinerDonovan_21798,27,67,87,62,74,44,64,35,60,90,66,210,2/11/99,Default,22,Donovan,1,880000,48,6,65,66,29,published,Stiner,37,15,86,35,83,79,6,61,51,40,launch-ratings,24,85,6,20,35,63,85,55,45,1292,21,Right,12,0,35,80,62,6,S_RunSupport,53,35,29,81,35,21798
Drew Dalman,Falcons,C,62,23,Stanford,74,15,10,81,87,10,15,6,31,DalmanDrew_21547,5,25,76,10,75,10,15,62,32,91,11,299,10/15/98,Default Stride Awkward,5,Drew,1,3490000,25,6,10,31,15,published,Dalman,67,12,71,61,80,82,6,9,10,10,launch-ratings,15,25,6,14,63,86,82,34,5,803,15,Right,10,760000,66,54,10,6,C_Agile,27,63,14,69,69,21547
Dylan Soehner,Saints,TE,62,24,Iowa State,57,23,18,60,79,68,72,6,32,SoehnerDylan_21775,46,75,82,43,79,10,71,68,38,90,15,268,11/8/97,Default,42,Dylan,1,2420000,61,15,47,14,52,published,Soehner,89,11,77,69,75,87,10,10,60,10,launch-ratings,57,36,10,19,63,72,80,68,49,1067,21,Right,10,20000,62,67,17,6,TE_Blocking,33,66,27,73,60,21775
Dylan Mabin,Saints,CB,62,24,Fordham,56,22,45,18,60,62,49,6,71,MabinDylan_21433,12,62,93,64,73,38,59,35,54,90,66,195,9/14/97,Default Stride Loose,5,Dylan,2,1770000,27,6,69,51,17,published,Mabin,37,15,91,35,89,78,6,60,32,27,launch-ratings,14,51,6,12,35,46,86,59,50,1478,19,Right,13,0,35,82,68,6,CB_Zone,46,35,27,84,35,21433
Elerson Smith,Giants,ROLB,62,24,Northern Iowa,59,26,10,23,75,47,39,6,79,SmithElerson_21518,25,52,89,36,78,57,45,45,76,87,43,245,7/17/98,Long Stride Loose,18,Elerson,1,3490000,34,6,39,55,28,published,Smith,94,12,80,45,91,86,6,34,33,67,launch-ratings,27,75,6,17,45,74,73,54,35,926,15,Right,10,740000,45,72,30,6,OLB_PowerRusher,63,45,16,79,45,21518
Eli Ankou,Bills,DT,62,28,UCLA,69,23,9,26,86,29,40,6,71,AnkouEli_12960,18,43,72,24,75,55,29,44,80,86,44,325,6/8/94,Long Stride Loose,13,Eli,5,1070000,47,6,28,67,26,published,Ankou,51,12,64,46,74,87,6,38,36,66,launch-ratings,20,76,6,17,44,77,75,39,19,9136,17,Right,10,0,44,47,15,6,DT_PowerRusher,61,45,3,51,45,12960
Garrett Griffin,Lions,TE,62,28,Air Force,64,26,18,56,68,59,73,22,57,GriffinGarrett_13056,57,72,82,52,76,55,68,60,60,85,40,240,3/4/94,Long Stride Default,52,Garrett,6,970000,71,20,62,31,62,published,Griffin,86,11,79,57,86,88,20,33,69,63,launch-ratings,66,68,18,19,62,72,82,66,51,9192,21,Right,10,0,63,66,26,14,TE_Possession,58,59,19,75,60,13056
Gerrid Doaks,Dolphins,HB,62,24,Cincinnati,66,24,25,38,74,75,48,15,35,DoaksGerrid_21569,49,63,91,72,71,10,47,41,32,84,18,228,6/9/98,Default,39,Gerrid,1,870000,84,20,76,17,57,published,Doaks,23,20,86,34,87,79,15,13,71,10,launch-ratings,46,29,15,11,34,44,80,83,75,1053,14,Right,13,30000,52,80,19,11,HB_PowerBack,28,30,12,79,31,21569
Giovanni Ricci,Panthers,FB,62,25,W. Michigan,60,41,35,68,69,74,67,34,34,RicciGiovanni_21085,53,68,82,67,75,17,73,55,28,90,20,240,10/16/96,Default,44,Giovanni,2,820000,68,37,72,21,59,published,Ricci,45,40,79,47,79,79,35,14,49,15,launch-ratings,44,27,33,22,51,55,81,74,51,0,20,Right,32,0,60,72,15,29,FB_Utility,29,45,21,78,55,21085
Grant Stuard,Buccaneers,MLB,62,23,Houston,62,26,10,20,76,26,29,6,84,StuardGrant_21682,5,47,88,21,72,46,25,45,78,91,57,230,10/15/98,Short Stride Awkward,5,Grant,1,3490000,35,6,21,53,15,published,Stuard,48,12,85,45,74,90,6,60,25,42,launch-ratings,20,85,6,26,45,65,85,46,10,1031,26,Right,17,60000,45,67,32,6,MLB_RunStopper,60,45,6,69,45,21682
